Security Description,ISIN,CUSIP,Market Value %,GICS Sector,Country Name,MSCI ESG Rating
TCI LTD,TW0008436007,SB6X51B17,0.0%,Consumer Staples,Taiwan (Republic of China),
TDCX ADR REPRESENTING INC CLASS A,US87190U1007,87190U100,0.0%,Information Technology,Singapore,
TECHTRONIC INDUSTRIES LTD,HK0669013440,SB0190C77,0.1%,Industrials,Hong Kong,BBB
TECO ELECTRIC & MACHINERY LTD,TW0001504009,S68798511,0.0%,Industrials,Taiwan (Republic of China),A
TELEKOM MALAYSIA,MYL4863OO006,S68683986,0.0%,Communication Services,Malaysia,A
TELKOM INDONESIA,ID1000129000,SBD4T6W70,0.1%,Communication Services,Indonesia,A
TELSTRA CORPORATION LTD,AU000000TLS2,S60872892,0.0%,Communication Services,Australia,A
TENAGA NASIONAL,MYL5347OO009,S69046126,0.0%,Utilities,Malaysia,BBB
THAI BEVERAGE PUBLIC PCL,TH0902010014,SB15F6641,0.0%,Consumer Staples,Thailand,
THAI OIL NON-VOTING DR PCL,TH0796010R11,SB030K626,0.0%,Energy,Thailand,BBB
THAI OIL PCL,TH0796010005,SB0300P11,0.0%,Energy,Thailand,BBB
THAI UNION GROUP NON-VOTING DR PCL,TH0450010R15,S64227275,0.0%,Consumer Staples,Thailand,BBB
THAI UNION GROUP PCL,TH0450010Y08,SBYTBHS80,0.0%,Consumer Staples,Thailand,BBB
THE A2 MILK COMPANY LTD,NZATME0002S8,S62872502,0.0%,Consumer Staples,New Zealand,BBB
THINKING ELECTRONIC INDUSTRIAL LTD,TW0002428000,S61466298,0.0%,Information Technology,Taiwan (Republic of China),
THONBURI HEALTHCARE GROUP PCL NON-,TH7923010R14,SBF1G2B62,0.0%,Health Care,Thailand,
TIANJIN PORT DEVELOPMENT LTD,KYG886801060,SB1528Y73,0.0%,Industrials,Hong Kong,B
TIMAH,ID1000111800,S68757301,0.0%,Materials,Indonesia,
TIME DOTCOM,MYL5031OO009,S63365381,0.0%,Communication Services,Malaysia,AA
TISCO FINANCIAL GROUP PCL F,TH0999010Z11,SB3KFW763,0.0%,Financials,Thailand,
TKG HUCHEMS LTD,KR7069260008,S65489916,0.0%,Materials,"Korea (South), Republic of",CCC
TOKAI CARBON KOREA LTD,KR7064760002,S66723842,0.0%,Information Technology,"Korea (South), Republic of",CCC
TON YI INDUSTRIAL CORP,TW0009907006,S68978642,0.0%,Materials,Taiwan (Republic of China),BB
TONG HSING ELECTRONIC INDUSTRIES L,TW0006271000,SB1L8PB53,0.0%,Information Technology,Taiwan (Republic of China),
TONG YANG INDUSTRY LTD,TW0001319002,S68988450,0.0%,Consumer Discretionary,Taiwan (Republic of China),
TOP GLOVE CORPORATION,MYL7113OO003,SB05L8922,0.0%,Health Care,Malaysia,BB
TOPCO SCIENTIFIC LTD,TW0005434005,S62540836,0.0%,Information Technology,Taiwan (Republic of China),
TOWER BERSAMA INFRASTRUCTURE,ID1000116908,SB4MW0454,0.0%,Communication Services,Indonesia,BBB
TPK HOLDING LTD,KYG898431096,SB5T7VM58,0.0%,Information Technology,Taiwan (Republic of China),
TRANSCEND INFORMATION INC,TW0002451002,S63504971,0.0%,Information Technology,Taiwan (Republic of China),B
TRANSCOAL PACIFIC,ID1000144009,SBG1YRC32,0.0%,Industrials,Indonesia,
TRANSURBAN GROUP STAPLED UNITS,AU000000TCL6,S62008826,0.1%,Industrials,Australia,AAA
TREASURY WINE ESTATES LTD,AU000000TWE9,SB61JC671,0.0%,Consumer Staples,Australia,A
TRIPOD TECHNOLOGY CORP,TW0003044004,S63057210,0.0%,Information Technology,Taiwan (Republic of China),
TRUE CORPORATION NON-VOTING DR PCL,TH0375010R14,S63639231,0.0%,Communication Services,Thailand,A
TRUE CORPORATION PCL,TH0375010Z06,SBYM8TY60,0.0%,Communication Services,Thailand,A
TRULY INTERNATIONAL HOLDINGS LTD,KYG910191363,S69057453,0.0%,Information Technology,Hong Kong,B
TSEC CORP,TW0006443005,SBK0S5979,0.0%,Information Technology,Taiwan (Republic of China),
TSRC CORP,TW0002103009,S68708767,0.0%,Materials,Taiwan (Republic of China),
TTW NON-VOTING DR PCL,TH0961010R11,SB2974257,0.0%,Utilities,Thailand,BB
TTY BIOPHARM LTD,TW0004105002,S63978704,0.0%,Health Care,Taiwan (Republic of China),
TUNG HO STEEL ENTERPRISE CORP,TW0002006004,S69073104,0.0%,Materials,Taiwan (Republic of China),
TUNG THIH ELECTRONIC LTD,TW0003552006,SB1YYYZ77,0.0%,Consumer Discretionary,Taiwan (Republic of China),
TXC CORP,TW0003042008,S63362487,0.0%,Information Technology,Taiwan (Republic of China),
TY HOLDINGS LTD,KR7363280009,SBMGWZS62,0.0%,Industrials,"Korea (South), Republic of",BB
U-MING MARINE TRANSPORT CORP,TW0002606001,S69113777,0.0%,Industrials,Taiwan (Republic of China),B
UMW HOLDINGS,MYL4588OO009,S69108249,0.0%,Consumer Discretionary,Malaysia,AA
UNI-PRESIDENT ENTERPRISES CORP,TW0001216000,S67003939,0.0%,Consumer Staples,Taiwan (Republic of China),BB
UNID LTD,KR7014830004,SB04H0M89,0.0%,Materials,"Korea (South), Republic of",CCC
UNILEVER INDONESIA,ID1000095706,S66871849,0.0%,Consumer Staples,Indonesia,AA
UNIMICRON TECHNOLOGY CORP,TW0003037008,S61377206,0.0%,Information Technology,Taiwan (Republic of China),BBB
UNION BANK OF TAIWAN,TW0002838000,S69233724,0.0%,Financials,Taiwan (Republic of China),
UNITED ENERGY GROUP LTD,BMG9231L1081,SB0FXSY33,0.0%,Energy,Hong Kong,
UNITED INTEGRATED SERVICES LTD,TW0002404001,S61051363,0.0%,Industrials,Taiwan (Republic of China),
UNITED MICRO ELECTRONICS ADR REP,US9108734057,910873405,0.0%,Information Technology,Taiwan (Republic of China),A
UNITED MICRO ELECTRONICS CORP,TW0002303005,S69166288,0.0%,Information Technology,Taiwan (Republic of China),A
UNITED OVERSEAS BANK LTD,SG1M31001969,S69167815,0.0%,Financials,Singapore,AA
UNITED RENEWABLE ENERGY LTD,TW0003576005,SB284BT32,0.0%,Information Technology,Taiwan (Republic of China),
UNITED TRACTORS,ID1000058407,S62308457,0.0%,Energy,Indonesia,BBB
UNITEST INC,KR7086390002,SB1G40W43,0.0%,Information Technology,"Korea (South), Republic of",CCC
UNIVERSAL ROBINA CORP,PHY9297P1004,S69195196,0.0%,Consumer Staples,Philippines,BB
UNIVERSAL VISION BIOTECHNOLOGY LTD,TW0003218004,S67320515,0.0%,Health Care,Taiwan (Republic of China),
UPC TECHNOLOGY CORP,TW0001313005,S69186575,0.0%,Materials,Taiwan (Republic of China),
UPI SEMICONDUCTOR CORP,TW0006719008,SBFZTJ431,0.0%,Information Technology,Taiwan (Republic of China),
USI CORP,TW0001304004,S69190031,0.0%,Materials,Taiwan (Republic of China),
VALE INDONESIA,ID1000109309,SB0217K95,0.0%,Materials,Indonesia,
VANGUARD INTERNATIONAL SEMICONDUCT,TW0005347009,S61096772,0.0%,Information Technology,Taiwan (Republic of China),BBB
VAXCELL BIO THERAPEUTICS,KR7323990002,SBMZ15623,0.0%,Health Care,"Korea (South), Republic of",CCC
VGI NON-VOTING DR PCL,TH3740010R16,SB8B2V855,0.0%,Communication Services,Thailand,
VGI PCL F,TH3740010Y17,SBKC5FW96,0.0%,Communication Services,Thailand,
VGI PLC CALL .9 THB VGI PLC MAY27,TH3740057502,SBPXZ5G76,0.0%,Communication Services,Thailand,
VGI PLC CALL .9 THB VGI PLC MAY27,TH37400575R5,SBPXZ5J08,0.0%,Communication Services,Thailand,
VIA LABS INC,TW0006756000,SBJRBJT03,0.0%,Information Technology,Taiwan (Republic of China),
VIA TECHNOLOGIES INC,TW0002388006,S61468237,0.0%,Information Technology,Taiwan (Republic of China),
VICINITY CENTRES,AU000000VCX7,SBY7QXS79,0.0%,Real Estate,Australia,AA
VIDENTE LTD,KR7121800007,SB712SF40,0.0%,Information Technology,"Korea (South), Republic of",CCC
VINDA INTERNATIONAL LTD,KYG9361V1086,SB1Z76487,0.0%,Consumer Staples,Hong Kong,A
VISTA LAND AND LIFESCAPES INC,PHY9382G1068,SB1Z75R43,0.0%,Real Estate,Philippines,CCC
VISUAL PHOTONICS EPITAXY LTD,TW0002455003,S64415730,0.0%,Information Technology,Taiwan (Republic of China),
VITASOY INTERNATIONAL HOLDINGS LTD,HK0345001611,S69275907,0.0%,Consumer Staples,Hong Kong,A
VITROX CORPORATION,MYQ0097OO004,SB0KLDR02,0.0%,Information Technology,Malaysia,B
VOLTRONIC POWER TECHNOLOGY CORP,TW0006409006,SB96HCH85,0.0%,Industrials,Taiwan (Republic of China),A
VS INDUSTRY,MYL6963OO002,S61134292,0.0%,Information Technology,Malaysia,BB
VTECH HOLDINGS LTD,BMG9400S1329,S69285609,0.0%,Information Technology,Hong Kong,A
WAFER WORKS CORP,TW0006182009,S65229395,0.0%,Information Technology,Taiwan (Republic of China),
WAH LEE INDUSTRIAL CORP,TW0003010005,S62903554,0.0%,Information Technology,Taiwan (Republic of China),
WALSIN LIHWA CORP,TW0001605004,S69365740,0.0%,Industrials,Taiwan (Republic of China),BB
WALSIN TECHNOLOGY CORP,TW0002492006,S60896941,0.0%,Information Technology,Taiwan (Republic of China),BBB
WAN HAI LINES LTD,TW0002615002,S69323343,0.0%,Industrials,Taiwan (Republic of China),BB
WASKITA KARYA PERSERO CLS A,ID1000126105,BRSGBGWC6,0.0%,Industrials,Indonesia,CCC
WEM ADE LTD,KR7112040001,SB4Y8TB13,0.0%,Communication Services,"Korea (South), Republic of",CCC
WESFARMERS LTD,AU000000WES1,S69488369,0.0%,Consumer Discretionary,Australia,A
WESTPAC BANKING CORPORATION CORP,AU000000WBC1,S60761467,0.0%,Financials,Australia,A
WH GROUP LTD,KYG960071028,BRSMXP5F2,0.0%,Consumer Staples,Hong Kong,BBB
WHARF REAL ESTATE INVESTMENT COMPA,KYG9593A1040,SBF0GWS45,0.0%,Real Estate,Hong Kong,BBB
WILCON DEPOT INC,PHY9584X1055,SBYXYHM74,0.0%,Consumer Discretionary,Philippines,
WIN SEMICONDUCTORS CORP,TW0003105003,SB56LHP50,0.0%,Information Technology,Taiwan (Republic of China),BBB
WINBOND ELECTRONICS CORP,TW0002344009,S69665156,0.0%,Information Technology,Taiwan (Republic of China),BB
WISDOM MARINE LINES LTD,KYG9721M1033,SB429W959,0.0%,Industrials,Taiwan (Republic of China),
WISETECHGLOBAL PTY LTD,AU000000WTC3,SBZ8GX838,0.0%,Information Technology,Australia,A
WISTRON CORP,TW0003231007,S66724816,0.0%,Information Technology,Taiwan (Republic of China),A
WISTRON NEWEB CORP,TW0006285000,S66825985,0.0%,Information Technology,Taiwan (Republic of China),
WIWYNN CORPORATION CORP,TW0006669005,SBF4QXG54,0.0%,Information Technology,Taiwan (Republic of China),BB
WONIK IPS LTD,KR7240810002,SBZ8TP864,0.0%,Information Technology,"Korea (South), Republic of",CCC
WONIK QNC CORP,KR7074600008,S67253526,0.0%,Information Technology,"Korea (South), Republic of",CCC
WOODSIDE PETROLEUM LTD,AU0000224040,SBMGT1673,0.1%,Energy,Australia,AAA
WOOLWORTHS GROUP LTD,AU000000WOW2,S69812394,0.0%,Consumer Staples,Australia,A
WOORI FINANCIAL GROUP INC,KR7316140003,SBGHWH984,0.0%,Financials,"Korea (South), Republic of",AA
WOORI TECHNOLOGY INVESTMENT LTD,KR7041190000,S65919847,0.0%,Financials,"Korea (South), Republic of",CCC
WORLEY LTD,AU000000WOR2,S65624744,0.0%,Energy,Australia,AAA
WPG HOLDINGS LTD,TW0003702007,SB0P6L876,0.0%,Information Technology,Taiwan (Republic of China),BBB
WT MICROELECTRONICS LTD,TW0003036000,S62909916,0.0%,Information Technology,Taiwan (Republic of China),
WYSIWYG STUDIOS LTD,KR7299900001,SBGBN4S51,0.0%,Communication Services,"Korea (South), Republic of",CCC
XERO LTD,NZXROE0001S2,SB8P4LP48,0.0%,Information Technology,New Zealand,AA
XINTEC INC,TW0003374005,SB02Q6G38,0.0%,Information Technology,Taiwan (Republic of China),
XL AXIATA,ID1000102502,SB0LD0W92,0.0%,Communication Services,Indonesia,A
XXENTRIA TECHNOLOGY MATERIALS LTD,TW0008942004,S66090812,0.0%,Industrials,Taiwan (Republic of China),
YAGEO CORP,TW0002327004,S69843803,0.0%,Information Technology,Taiwan (Republic of China),A
YANG MING MARINE TRANSPORT CORP,TW0002609005,S69875839,0.0%,Industrials,Taiwan (Republic of China),BBB
YEUN CHYANG INDUSTRIAL LTD,TW0002034006,S61813747,0.0%,Materials,Taiwan (Republic of China),
YFY INC,TW0001907004,S69886166,0.0%,Materials,Taiwan (Republic of China),
YG ENTERTAINMENT INC,KR7122870009,SB4X69948,0.0%,Communication Services,"Korea (South), Republic of",B
YIEH PHUI ENTERPRISE LTD,TW0002023009,S69876688,0.0%,Materials,Taiwan (Republic of China),
YINSON HOLDINGS,MYL7293OO003,S69867174,0.0%,Energy,Malaysia,B
YINSON HOLDINGS RIGHTS,MYL7293OR006,SBMWW8471,0.0%,Energy,Malaysia,
YOUNGONE CORP,KR7111770004,SB622C107,0.0%,Consumer Discretionary,"Korea (South), Republic of",B
YUANTA FINANCIAL HOLDING LTD,TW0002885001,S64241102,0.1%,Financials,Taiwan (Republic of China),A
YUE YUEN INDUSTRIAL (HOLDINGS) LTD,BMG988031446,S65865370,0.0%,Consumer Discretionary,Hong Kong,BBB
YUEXIU REAL ESTATE INVESTMENT TRUS,HK0405033157,SB0TLGM76,0.0%,Real Estate,Hong Kong,B
YUEXIU TRANSPORT INFRASTRUCTURE LT,BMG9880L1028,S63987879,0.0%,Industrials,Hong Kong,BB
YUHAN CORP,KR7000100008,S69883379,0.0%,Health Care,"Korea (South), Republic of",BBB
YULON FINANCE CORP,TW0009941005,S62014659,0.0%,Financials,Taiwan (Republic of China),
YULON MOTOR LTD,TW0002201001,S69885978,0.0%,Consumer Discretionary,Taiwan (Republic of China),A
YUNGJIN PHARM LTD,KR7003520004,S66984766,0.0%,Health Care,"Korea (South), Republic of",BB
YUNGSHIN GLOBAL HOLDING CORP,TW0003705000,SB680BR75,0.0%,Health Care,Taiwan (Republic of China),
ZHEN DING TECHNOLOGY HOLDING LTD,KYG989221000,SB734XQ41,0.0%,Information Technology,Taiwan (Republic of China),B
ZHUGUANG HOLDINGS GROUP LTD,BMG9908J1053,S66213422,0.0%,Real Estate,Hong Kong,BB
ZINUS INC,KR7013890009,S64740418,0.0%,Consumer Discretionary,"Korea (South), Republic of",CCC
